BIBLIOGRAFÍA CONSIGNADA EN EL PLAN DE ESTUDIOS - OBLIGATORIA/COMPLEMENTARIA MEDICINA												
												
												
ASIGNATURAS 	SEMESTRE	BIBLIOGRAFIA	TITULO	AUTOR	AÑO	ED.	Nro. Ejemplares	N° EJEMPLARES EN BIBLIOTECA OBLIGATORIA	N° EJEMPLARES EN BIBLIOTECA COMPLEMENTARIA	N° TITULOS EN BIBLIOTECA OBLIGATORIA	N° TITULOS EN BIBLIOTECA COMPLEMENTARIA	Disponibilidad
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	ECG Fácil	Hampton, J.	2014	8a.	5	5		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Core Radiology	Mandell, J.	2013	1a.	15	15		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Mosby's Diagnostic and Laboratory Test Reference	Pagana et al	2012	13a.	2	2		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Emergencias y Paciente Crítico	Arancibia y Ugarte	2011	1a.	0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Manual de Urgencias Medicoquirúrgicas	Caimi y Caimi	2013	2a.	2		2		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Anestesiología Clínica	Herrera, e.a.	2008		0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	Jiménez Murillo y Montero Pérez	2017	4a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Manual de Urgencias	Rivas Jiménez, M	2016	4a.	9		9		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Principios de Cirugía de Schwartz	Brunicardi et al	2015	10a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Semiología Quirúrgica	Carvajal, C.	2016	2a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Diagnóstico y Tratamientos Quirúrgicos	Doherty, G.M.	2011		0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Current Surgical Diagnosis and Treatment	Doherty, G.M.	2015	14a.	0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Complicaciones en Cirugía General	Espinoza, R.	2011		1		1		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Cirugía AEC	Parrilla, P.	2010		0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Sabiston Tratado de Cirugía: Fundamentos Biológicos de la Práctica Quirúrgica Moderna	Townsend et al	2013		0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	Townsend et al	2017	20a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	ECG en la Práctica	Hampton, J.	2014	6a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	COMPLEMENTARIA:	Radiology 101: The Basics & Fundamentals of Imaging	Smith & Farrell	2014	4a.	0		0			0
INTERNADO DE TRAUMATOLOGIA	12	OBLIGATORIA:	Actualizaciones en Cirugía Ortopédica y Traumatología 1,2,3 y 4	American Academy of Orthopedic Surgeons	1994		0	0				0
INTERNADO DE TRAUMATOLOGIA	12		Manual de Ortopedia y Traumatología	Gasic, B.M.	1998		0	0				0
INTERNADO DE TRAUMATOLOGIA	12		Netter Ortopedia	Greene, W.	2007		0	0				0
INTERNADO DE TRAUMATOLOGIA	12		Diagnóstico y Tratamiento. Ortopedia	Skinner, H	2014		4	4		1		1
INTERNADO DE TRAUMATOLOGIA	12		Ortopedia. Fundamentos	Wiesel, SD.	1994		0	0				0
INTERNADO DE TRAUMATOLOGIA	12	COMPLEMENTARIA:	Tratado de Cirugía	Balibrea, J.	1994		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Radiographic Evaluation of Common Pediatric Elbow Injuries. Orthopedic Review	Defroda. Steven F,H.H.	2017		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Osteoarthritis: Toward a Comprehensive Understanding of Pathological Mechanism	Di Chen, J.S.-J.	2017		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Tratado de Patología y Clínica Quirúrgicas	Duran, H.	1990		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Classification of Long Bone Fractures in Children. Acta Orthopedic. 121-122	Hvid, I.P.	2017		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Fundamentos de Ortopedia y Traumatología	López-Alonso, A.	1999		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Traumatología y Ortopedia	López-Durán, L.	1987		0		0			0
INTERNADO DE TRAUMATOLOGIA	12		Traumatología y Ortopedia	Sanchez-Martin, M.	1987		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	OBLIGATORIA:	Ginecología General y Salud de la Mujer	Cuello M., Miranda V. Y Ralph C.	2017		0	0				0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	OBLIGATORIA:	Williams Obstetrics and Jodi	Dashe, K.	2014		0	0				0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	OBLIGATORIA:	Williams Gynecology	Bradshaw, Karen D., Corton, Marlene M., Halvorson, Lisa M., Hoffman, Barbara L., Schaffer, Marlene., & Schorge, John O.	2016	3a.	0	0				0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	OBLIGATORIA:	Alto Riesgo Obstétrico	Ebensperger, E., & Lizana, J.	2013	2a.	18	18		1		1
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Obstetricia y Ginecología	Beckmann et al	2014	7a.	3		3		1	1
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Current Diagnosis & Treatment Obstetrics & Gynecology	Dechernety et al	2013		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Obstetrics: Normal and Problem a Pregnancies	Gabbe et al	2017		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Williams Ginecología	Hoffman, &.S.	2008		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	William's Gynecology	Hoffman, &.S.	2016		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Gynecology by Ten Teachers	Kenny & Bickerstaff	2017		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Comprehensive Gynecology	Lobo et al	2016		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Casos Clínicos en Ginecología y Obstetricia	Matorras y Remohi	2011		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Maternal-Fetal Medicine: Principles and Practice	Resnick., C. &.	2013		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Tratado de Ginecología y Obstetricia de la SEGO	Roura y Rodríguez	2017		0		0			0
INTERNADO DE GINECOLOGIA Y OBSTETRICIA	12	COMPLEMENTARIA:	Yen & Jaffe's Reproductive Endocrinology: Physiology, Pathophysiology, and Clinical Management	Strauss & Barbieri	2013		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	OBLIGATORIA:	Oxford Handbook of General Practice	Chantal, e.a.	2014		0	0				0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	OBLIGATORIA:	Atención Primaria. Principios, Organización y Métodos en Medicina de Familia	Martín Zurro, Amando	2014	7a.	2	2		1		1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Medicina Familiar y Práctica Ambulatoria	Kopitowski et al	2016	3a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Medicina Ambulatoria del Adulto: Programa de Medicina Familiar y Comunitaria	Montero, L.	2001	1a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Family Practice: Ambulatory Practice and Prevention	Smith & Shimp	2014	6a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Salud Pública y Medicina Preventiva	Alvarez, A.R.	2014	5a.	6		6		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Por los Caminos del Sistema Nacional de Salud. Guía para el Paciente Participativo	Burr, C.P.-L.	2011		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Sanford Guide to Antimicrobial Therapy	Gilbert, e.a.	2017		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Reforma Sanitaria Chilena y la Atención Primaria de Salud. Algunos Aspectos Críticos. Centro de Políticas Públicas UC	Montero, J.T.	2010		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Capítulo IV La Integración Curativa-Preventiva. En R.G. Nerio, Integralidad en Acción. Fundamentos y Herramientas de la Medicina Familiar (Págs. 91-104)	Nerio., R.G.	2008		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Elementos para un Diagnóstico Epidemiológico con Enfoque Sociocultural: Guía Básica para Equipos de Salud. Vol. I serie Análisis de Situación de Salud de los Pueblos Indígenas de Chile. Minsal	Oyarce, P.A.	2006		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Situaciones y Tendencias Demográficas, Económicas, Sociales y Culturales en México y el Mundo. En M.A. González Guzmán R, La Salud Pública y el Trabajo en Comunidad	Soto G. Lutzow J,M.A.	2010		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Medicina Familiar y Práctica Ambulatoria	VV.AA.	2016		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Emergencias y Paciente Crítico	Arancibia, Y. U.	2011		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	Argente & Alvarez	2013	2a.	10		10		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Essentials of Kumar and Clark's Clinical Medicine	Nicola Zammit	2018	6a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Andreoli's and Carpenter's Cecil Essentials of Medicine	Benjamín, I.	2015	9a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	The Washington Manual of Medical Therapeutics	Bhat et al	2016	35a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual Washington de Terapéutica Médica	Bhat et al	2017	35a.	10		10		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Bates Guía de Exploración Física e Historia Clínica	Bickley	2013	11a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Principios de Cirugía de Schwartz	Brunicardi et al	2015	10a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual de Urgencias Medicoquirúrgicas	Caimi y Caimi	2013	2a.	2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Semiología Quirúrgica	Carvajal, C.	2016	2a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Oncología Clínica	Cruz Hernández et al	2012	5a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Geriatría	D'Hyver & Gutierrez	2014	3a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Diagnóstico y Tratamientos Quirúrgicos	Doherty, G.M.	2011		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Current Surgical Diagnosis and Treatment	Doherty, G.M.	2015	14a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Exploración Clínica de McLeod	Douglas et al	2014	13a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Velázquez Farmacología Básica y Clínica	Lorenzo, e.a.	2008	18a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Cirugía: Fundamentos para la Práctica Clínico-Quirúrgica	Giménez, M.	2014	1a.	3		3		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual de Buena Práctica en Cuidados a las Personas Mayores	Gil Gregorio, P	2015	1a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Semiología Médica 	Goic et al	2018	4a.	12		12		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Geriatría para el Médico Familiar	Gutiérrez et al	2012	1a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Ham's Primary Care Geriatrics: A Case-Based Approach	Ham et al	2014	6a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	ECG en la Práctica	Hampton, J.	2014	6a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	ECG Fácil	Hampton, J.	2014	8a.	8		8		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Medicina de Urgencias y Emergencias: Guía Diagnóstica y Protocolos de Actuación	Jiménez Murillo y Montero Pérez	2014	5a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	Jiménez Murillo y Montero Pérez	2017	4a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Lecture Notes: Urology	Kaisary et al	2016	7a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Essential Clinical Geriatrics	Kane et al	2013	7a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28		28		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Step-up to Geriatrics	King & Lipsky	2017		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Clinical Medicine	Kumar & Clark	2017	9a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Introducción a la Medicina Clínica: Fisiopatología y Semiología	Laso, F.J.	2015	3a.	2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual Oxford de Medicina Interna	Longmore et al	2012		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Oxford Handbook of Clinical Medicine	Ian Wilkinson	2017	10a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Velázquez Farmacología Básica y Clínica	Lorenzo, e.a.	2008	18a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Core Radiology	Mandell, J.	2013	1a.	15		15		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Geriatría y Gerontología	Marín Larraín PP.	2015	3a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Mosby's Diagnostic and Laboratory Test Reference	Pagana et al	2012	13a.	2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual de Patología General. Sisinio de Castro	Pérez Arellano, A.J.	2013		5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Exploración Clínica Práctica de Noguer-Balcells	Prieto Valtueña, JM	2016	28a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Essential Surgery: Problems, Diagnosis and Management	Quíck et al	2014	5a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Manual de Urgencias	Rivas Jiménez, M	2016	4a.	9		9		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Práctica de la Geriatría	Rodríguez, y. L.	2011		2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Medicina Interna de Farreras Rozman T1-2	López., R.	2016	18a.	12		12		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Radiology 101: The Basics & Fundamentals of Imaging	Smith & Farrell	2014	4a.	0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Semiología Médica y Técnica Exploratoria	Surós y Surós	2001	8a.	2		2		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Oxford Case Histories in Geriatric Medicine	Thompson, e.a.	2015		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Sabiston Tratado de Cirugía: Fundamentos Biológicos de la Práctica Quirúrgica Moderna	Townsend et al	2013		0		0			0
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	Townsend et al	2017	20a.	5		5		1	1
INTERNADO DE MEDICINA FAMILIAR COMUNITARIA	13	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
INTERNADO DE PEDIATRIA	14	OBLIGATORIA:	Nelson Essential of Pediatrics	Marcdante, KJ, et al	2015		0	0		0		0
INTERNADO DE PEDIATRIA	14	OBLIGATORIA:	Nelson Pediatría Esencial	Marcdante, KJ, et al	2015		0	0		0		0
INTERNADO DE PEDIATRIA	14	OBLIGATORIA:	Manual de Pediatría Ambulatoria	Saieh, C.	2013		0	0		0		0
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	El libro Verde de Pediatría. Manual de Diagnóstico y Terapéutica en Pediatría	Guerrero, F.e.	2017		0		0			0
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Enfermedades Respiratorias en Pediatría	Herrera, &.Q.	2012		6		6		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Manual Harriet Lane de Pediatría	Hughes, &.K.	2018	21a.	5		5		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Nelson Tratado de Pediatría T1-2	Kliegman, e.a.	2016	20a.	18		18		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Pediatría de Meneghello T1-2	Paris, M.e.	2013	6a.	32		32		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Manual de Pediatría en Atención Primaria: Un Enfoque Multidisciplinar	Pérez, P.e.	2014		0		0			0
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Cirugía Pediátrica	Rostion, C.	1997		1		1		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Semiología Pediátrica	Schonhautt, y.A.	2004		4		4		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Atlas de Pediatría de Emergencias	Shah, e.a.	2014		0		0			0
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	The Washington Manual of  Pediatrics	White, A.	2016		0		0			0
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Manual Washington de Pediatría	White, A.	2017	2a.	5		5		1	1
INTERNADO DE PEDIATRIA	14	COMPLEMENTARIA:	Atlas of Pediatric Physical Diagnosis	Zitelli, e.a.	2012		0		0			0
ELECTIVO DE ESPECIALIDAD	14	OBLIGATORIA:	A determinar según la Pasantía									
ELECTIVO DE ESPECIALIDAD	14	COMPLEMENTARIA:	A determinar según la Pasantía									
SEMESTRE XIV												
